effect_id,study_id,paper_doi,paper_title,citation,publication_year,experiment_year,country,location,latitude,longitude,broad_climate,koppen_climate,crop_as_reported,crop_core,season,residue_as_reported,pathway,outcome,outcome_unit,treatment_arm,control_arm,treatment_mean,control_mean,treatment_sd,control_sd,treatment_n,control_n,lnrr,variance_lnrr,percent_change,shared_control_group,source_locator,variance_provenance,analysis_tier,source_analysis_tier,tier_reconciliation,formal_decision,variance_origin_status,independence_resolution,sensitivity_note,quality_flags,system_boundary,gwp_version,soc_measure,soil_depth,water_regime,nitrogen_rate,extraction_method
rice_primary_53_2011_2012_direct_N2O,rice_primary_53,10.1007/s11356-015-5227-7,"Greenhouse gas emissions, soil quality, and crop productivity from a mono-rice cultivation system as influenced by fallow season straw management",,2016,2011_2012,China,,,,,,,rice,,rice straw,direct_return,N2O,kg N2O-N ha-1 yr-1,NPK+RSM,NPK,1.66,1.19,0.103923048454,0.0692820323028,3,3,0.332864295245,0.00243629425163,39.4957983193,study53_2011_2012_NPK,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_NPK_MATCHED_DIRECT_RETURN_VS_STRAW_REMOVAL,documented_or_reconstructed,Same field trial as rice_primary_53 burning arm; cluster repeated years/outcomes and shared NPK control,,,annual soil flux including winter fallow,,,,flooding-midseason drainage-reflooding-intermittent,,numeric table transcription
rice_primary_53_2012_2013_direct_CH4,rice_primary_53,10.1007/s11356-015-5227-7,"Greenhouse gas emissions, soil quality, and crop productivity from a mono-rice cultivation system as influenced by fallow season straw management",,2016,2012_2013,China,,,,,,,rice,,rice straw,direct_return,CH4,kg CH4-C ha-1 yr-1,NPK+RSM,NPK,528.84,116.4,51.4072679686,26.6562619285,3,3,1.51365339334,0.0206309741046,354.329896907,study53_2012_2013_NPK,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_NPK_MATCHED_DIRECT_RETURN_VS_STRAW_REMOVAL,documented_or_reconstructed,Same field trial as rice_primary_53 burning arm; cluster repeated years/outcomes and shared NPK control,,,annual soil flux including winter fallow,,,,flooding-midseason drainage-reflooding-intermittent,,numeric table transcription
rice_primary_53_2012_2013_direct_N2O,rice_primary_53,10.1007/s11356-015-5227-7,"Greenhouse gas emissions, soil quality, and crop productivity from a mono-rice cultivation system as influenced by fallow season straw management",,2016,2012_2013,China,,,,,,,rice,,rice straw,direct_return,N2O,kg N2O-N ha-1 yr-1,NPK+RSM,NPK,0.73,0.43,0.0866025403784,0.103923048454,3,3,0.529259325455,0.0241612954658,69.7674418605,study53_2012_2013_NPK,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_NPK_MATCHED_DIRECT_RETURN_VS_STRAW_REMOVAL,documented_or_reconstructed,Same field trial as rice_primary_53 burning arm; cluster repeated years/outcomes and shared NPK control,,,annual soil flux including winter fallow,,,,flooding-midseason drainage-reflooding-intermittent,,numeric table transcription
panneerselvam_cuttack_2021_2022_kharif_NC_yield,panneerselvam_cuttack_2021_2022,10.1016/j.jenvman.2024.120916,"Enhancing soil quality and yield through microbial assisted in-situ residue management in rice-rice cropping system in Odisha, Eastern India",,2024,2021,India,"Cuttack, Odisha",20.416667,85.916667,,,,rice,Kharif_wet,rice straw,direct_return,yield,t ha-1,RR+NC,CC+NC,4.08,4.01,0.018,0.015,3,3,0.0173057470976,1.11520393719e-05,1.74563591022,panneerselvam_2021_kharif_NC_CC,Table 2,"primary Table 2 mean +/- SD, n=3; lnRR variance recomputed",A_primary_exact_pair_SD,primary_direct_transcription,,ADMIT_MATCHED_RESIDUE_RETENTION_WITHIN_MICROBIAL_STRATUM,documented_or_reconstructed,One split-plot field trial; cluster 2021/2022 seasons and microbial strata by study_id,,,crop harvest,,,,lowland rice,,numeric table transcription
panneerselvam_cuttack_2021_2022_kharif_SMC_yield,panneerselvam_cuttack_2021_2022,10.1016/j.jenvman.2024.120916,"Enhancing soil quality and yield through microbial assisted in-situ residue management in rice-rice cropping system in Odisha, Eastern India",,2024,2021,India,"Cuttack, Odisha",20.416667,85.916667,,,,rice,Kharif_wet,rice straw,direct_return,yield,t ha-1,RR+SMC,CC+SMC,4.65,4.42,0.04,0.081,3,3,0.0507275235097,0.000136610546997,5.2036199095,panneerselvam_2021_kharif_SMC_CC,Table 2,"primary Table 2 mean +/- SD, n=3; lnRR variance recomputed",A_primary_exact_pair_SD,primary_direct_transcription,,ADMIT_MATCHED_RESIDUE_RETENTION_WITHIN_MICROBIAL_STRATUM,documented_or_reconstructed,One split-plot field trial; cluster 2021/2022 seasons and microbial strata by study_id,,,crop harvest,,,,lowland rice,,numeric table transcription
panneerselvam_cuttack_2021_2022_kharif_capsule_yield,panneerselvam_cuttack_2021_2022,10.1016/j.jenvman.2024.120916,"Enhancing soil quality and yield through microbial assisted in-situ residue management in rice-rice cropping system in Odisha, Eastern India",,2024,2021,India,"Cuttack, Odisha",20.416667,85.916667,,,,rice,Kharif_wet,rice straw,direct_return,yield,t ha-1,RR+Capsule,CC+Capsule,4.21,4.34,0.067,0.064,3,3,-0.030411700418,0.000156910507818,-2.99539170507,panneerselvam_2021_kharif_capsule_CC,Table 2,"primary Table 2 mean +/- SD, n=3; lnRR variance recomputed",A_primary_exact_pair_SD,primary_direct_transcription,,ADMIT_MATCHED_RESIDUE_RETENTION_WITHIN_MICROBIAL_STRATUM,documented_or_reconstructed,One split-plot field trial; cluster 2021/2022 seasons and microbial strata by study_id,,,crop harvest,,,,lowland rice,,numeric table transcription
panneerselvam_cuttack_2021_2022_rabi_NC_yield,panneerselvam_cuttack_2021_2022,10.1016/j.jenvman.2024.120916,"Enhancing soil quality and yield through microbial assisted in-situ residue management in rice-rice cropping system in Odisha, Eastern India",,2024,2022,India,"Cuttack, Odisha",20.416667,85.916667,,,,rice,Rabi_dry,rice straw,direct_return,yield,t ha-1,RR+NC,CC+NC,5.44,4.79,0.042,0.06,3,3,0.127248649445,7.2170188179e-05,13.5699373695,panneerselvam_2022_rabi_NC_CC,Table 2,"primary Table 2 mean +/- SD, n=3; lnRR variance recomputed",A_primary_exact_pair_SD,primary_direct_transcription,,ADMIT_MATCHED_RESIDUE_RETENTION_WITHIN_MICROBIAL_STRATUM,documented_or_reconstructed,One split-plot field trial; cluster 2021/2022 seasons and microbial strata by study_id,,,crop harvest,,,,lowland rice,,numeric table transcription
panneerselvam_cuttack_2021_2022_rabi_SMC_yield,panneerselvam_cuttack_2021_2022,10.1016/j.jenvman.2024.120916,"Enhancing soil quality and yield through microbial assisted in-situ residue management in rice-rice cropping system in Odisha, Eastern India",,2024,2022,India,"Cuttack, Odisha",20.416667,85.916667,,,,rice,Rabi_dry,rice straw,direct_return,yield,t ha-1,RR+SMC,CC+SMC,6.15,5.23,0.033,0.048,3,3,0.162040803742,3.76749234503e-05,17.5908221797,panneerselvam_2022_rabi_SMC_CC,Table 2,"primary Table 2 mean +/- SD, n=3; lnRR variance recomputed",A_primary_exact_pair_SD,primary_direct_transcription,,ADMIT_MATCHED_RESIDUE_RETENTION_WITHIN_MICROBIAL_STRATUM,documented_or_reconstructed,One split-plot field trial; cluster 2021/2022 seasons and microbial strata by study_id,,,crop harvest,,,,lowland rice,,numeric table transcription
panneerselvam_cuttack_2021_2022_rabi_capsule_yield,panneerselvam_cuttack_2021_2022,10.1016/j.jenvman.2024.120916,"Enhancing soil quality and yield through microbial assisted in-situ residue management in rice-rice cropping system in Odisha, Eastern India",,2024,2022,India,"Cuttack, Odisha",20.416667,85.916667,,,,rice,Rabi_dry,rice straw,direct_return,yield,t ha-1,RR+Capsule,CC+Capsule,6.01,5.14,0.036,0.018,3,3,0.15637166908,1.60479739323e-05,16.9260700389,panneerselvam_2022_rabi_capsule_CC,Table 2,"primary Table 2 mean +/- SD, n=3; lnRR variance recomputed",A_primary_exact_pair_SD,primary_direct_transcription,,ADMIT_MATCHED_RESIDUE_RETENTION_WITHIN_MICROBIAL_STRATUM,documented_or_reconstructed,One split-plot field trial; cluster 2021/2022 seasons and microbial strata by study_id,,,crop harvest,,,,lowland rice,,numeric table transcription
huang_shangzhuang_2006_2013_yield_N0_wheat_2010_2011,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2010_2011,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SN0,N0,2.86,2.67,0.76210235533,0.658179306876,3,3,0.0687431524196,0.0439242184554,7.11610486891,huang_N0_wheat_2010_2011_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_N0_maize_2011,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SN0,N0,4.99,5.43,0.571576766498,0.692820323028,3,3,-0.0845032241824,0.00979998286081,-8.10313075506,huang_N0_maize_2011_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_N0_wheat_2011_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011_2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SN0,N0,2.5,2.39,0.623538290725,0.536935750346,3,3,0.0449973659307,0.0375599351552,4.60251046025,huang_N0_wheat_2011_2012_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_N0_maize_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SN0,N0,4.48,3.94,1.02190997647,0.606217782649,3,3,0.128442323117,0.0252351601001,13.7055837563,huang_N0_maize_2012_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_Ncon_wheat_2010_2011,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2010_2011,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SNcon,Ncon,5.65,5.51,1.38564064606,0.190525588833,3,3,0.0250909219935,0.0204471045063,2.54083484574,huang_Ncon_wheat_2010_2011_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,300 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_Ncon_maize_2011,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SNcon,Ncon,7.85,6.49,0.467653718044,1.9225763964,3,3,0.190251001078,0.0304350767555,20.9553158706,huang_Ncon_maize_2011_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,260 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_Ncon_wheat_2011_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011_2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SNcon,Ncon,4.58,4.53,0.710140831103,0.727461339179,3,3,0.0109770586312,0.0166098820589,1.10375275938,huang_Ncon_wheat_2011_2012_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,300 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_yield_Ncon_maize_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,yield,Mg ha-1,SNcon,Ncon,7.3,7.29,0.450333209968,0.623538290725,3,3,0.00137080213378,0.00370718332559,0.137174211248,huang_Ncon_maize_2012_yield,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,crop harvest,,,,,260 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_N0_maize_2011,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SN0,N0,0.2,0.09,0.259807621135,0.0346410161514,3,3,0.798507696218,0.611882716049,122.222222222,huang_N0_maize_2011_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,large_relative_se_lnrr_delta_approx,seasonal soil flux,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_N0_wheat_2011_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011_2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SN0,N0,0.34,0.11,0.190525588833,0.0346410161514,3,3,1.12846525182,0.137729131516,209.090909091,huang_N0_wheat_2011_2012_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,seasonal soil flux,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_N0_maize_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SN0,N0,0.19,0.17,0.12124355653,0.0692820323028,3,3,0.11122563511,0.191097393821,11.7647058824,huang_N0_maize_2012_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,seasonal soil flux,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_N0_wheat_2012_2013,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2012_2013,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SN0,N0,0.64,0.3,0.294448637287,0.0866025403784,3,3,0.757685701698,0.0983344184028,113.333333333,huang_N0_wheat_2012_2013_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,seasonal soil flux,,,,,0 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_Ncon_maize_2011,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SNcon,Ncon,2.71,1.8,1.81865334795,1.12583302492,3,3,0.409161969989,0.280521739463,50.5555555556,huang_Ncon_maize_2011_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,seasonal soil flux,,,,,260 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_Ncon_wheat_2011_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2011_2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SNcon,Ncon,1.83,1.47,1.73205080757,1.47224318643,3,3,0.219053566063,0.632956939904,24.4897959184,huang_Ncon_wheat_2011_2012_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,large_relative_se_lnrr_delta_approx,seasonal soil flux,,,,,300 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_Ncon_maize_2012,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2012,China,"Shangzhuang, Beijing",39.8,116.466667,,,,maize,summer_maize,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SNcon,Ncon,2.39,1.97,0.710140831103,0.346410161514,3,3,0.193259823194,0.039735644077,21.3197969543,huang_Ncon_maize_2012_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,seasonal soil flux,,,,,260 kg N ha-1,numeric table transcription
huang_shangzhuang_2006_2013_N2O_Ncon_wheat_2012_2013,huang_shangzhuang_2006_2013,10.5194/bg-10-7897-2013,Net global warming potential and greenhouse gas intensity in a double-cropping cereal rotation as affected by nitrogen and straw management,,2013,2012_2013,China,"Shangzhuang, Beijing",39.8,116.466667,,,,wheat,winter_wheat,wheat straw mulch; maize straw incorporated,direct_return,N2O,kg N2O-N ha-1,SNcon,Ncon,1.96,1.5,1.09119200877,0.969948452239,3,3,0.267479365134,0.242694104308,30.6666666667,huang_Ncon_wheat_2012_2013_N2O,Table 5,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_FIXED_N_STRAW_RETURN_VS_REMOVAL,documented_or_reconstructed,"One field trial established 2006; cluster 2010-2013 seasons, crops, N strata and outcomes by study_id",,,seasonal soil flux,,,,,300 kg N ha-1,numeric table transcription
sharma_ludhiana_2011_2018_rice_noGM_yield,sharma_ludhiana_2011_2018,10.1016/j.heliyon.2023.e17828,"Tillage, green manuring and crop residue management impacts on crop productivity, potassium use efficiency and potassium fractions under rice-wheat system",,2023,2011-2018 pooled,India,"Punjab Agricultural University, Ludhiana",30.9,75.666667,,,,rice,Kharif_wet,wheat straw,direct_return,yield,Mg ha-1,CTRW25,CTRW0,6.42,6.2,0.294448637287,0.311769145362,3,3,0.0348688256508,0.00154404920963,3.54838709677,sharma_2011_2018_rice_noGM_CTRW0,Table 2,primary Tables 2-3 pooled seven-year mean +/- SE; three field replicates; pooled SE denominator unspecified,A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_TILLAGE_AND_GREEN_MANURE_STRAW_RETENTION,documented_or_reconstructed,One 2011-established split-plot trial; cluster seven-year pooled rice/wheat outcomes and green-manure strata by study_id,Exclude this study in sensitivity analysis because treatment-by-year interaction was reported and pooled-SE denominator is not explicit,pooled_se_denominator_ambiguous,crop harvest,,,,irrigated rice-wheat,,numeric table transcription
sharma_ludhiana_2011_2018_rice_GM_yield,sharma_ludhiana_2011_2018,10.1016/j.heliyon.2023.e17828,"Tillage, green manuring and crop residue management impacts on crop productivity, potassium use efficiency and potassium fractions under rice-wheat system",,2023,2011-2018 pooled,India,"Punjab Agricultural University, Ludhiana",30.9,75.666667,,,,rice,Kharif_wet,wheat straw,direct_return,yield,Mg ha-1,CTRW25+GM,CTRW0+GM,6.85,6.72,0.225166604984,0.294448637287,3,3,0.0191604977391,0.0010001378922,1.93452380952,sharma_2011_2018_rice_GM_CTRW0,Table 2,primary Tables 2-3 pooled seven-year mean +/- SE; three field replicates; pooled SE denominator unspecified,A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_TILLAGE_AND_GREEN_MANURE_STRAW_RETENTION,documented_or_reconstructed,One 2011-established split-plot trial; cluster seven-year pooled rice/wheat outcomes and green-manure strata by study_id,Exclude this study in sensitivity analysis because treatment-by-year interaction was reported and pooled-SE denominator is not explicit,pooled_se_denominator_ambiguous,crop harvest,,,,irrigated rice-wheat,,numeric table transcription
sharma_ludhiana_2011_2018_wheat_noGM_yield,sharma_ludhiana_2011_2018,10.1016/j.heliyon.2023.e17828,"Tillage, green manuring and crop residue management impacts on crop productivity, potassium use efficiency and potassium fractions under rice-wheat system",,2023,2011-2018 pooled,India,"Punjab Agricultural University, Ludhiana",30.9,75.666667,,,,wheat,Rabi_dry,wheat straw,direct_return,yield,Mg ha-1,CTRW25,CTRW0,5.16,4.98,0.277128129211,0.225166604984,3,3,0.0355066884569,0.00164292130217,3.61445783133,sharma_2011_2018_wheat_noGM_CTRW0,Table 3,primary Tables 2-3 pooled seven-year mean +/- SE; three field replicates; pooled SE denominator unspecified,A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_TILLAGE_AND_GREEN_MANURE_STRAW_RETENTION,documented_or_reconstructed,One 2011-established split-plot trial; cluster seven-year pooled rice/wheat outcomes and green-manure strata by study_id,Exclude this study in sensitivity analysis because treatment-by-year interaction was reported and pooled-SE denominator is not explicit,pooled_se_denominator_ambiguous,crop harvest,,,,irrigated rice-wheat,,numeric table transcription
sharma_ludhiana_2011_2018_wheat_GM_yield,sharma_ludhiana_2011_2018,10.1016/j.heliyon.2023.e17828,"Tillage, green manuring and crop residue management impacts on crop productivity, potassium use efficiency and potassium fractions under rice-wheat system",,2023,2011-2018 pooled,India,"Punjab Agricultural University, Ludhiana",30.9,75.666667,,,,wheat,Rabi_dry,wheat straw,direct_return,yield,Mg ha-1,CTRW25+GM,CTRW0+GM,5.49,5.37,0.536935750346,0.363730669589,3,3,0.0221003470007,0.00471773389953,2.23463687151,sharma_2011_2018_wheat_GM_CTRW0,Table 3,primary Tables 2-3 pooled seven-year mean +/- SE; three field replicates; pooled SE denominator unspecified,A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_TILLAGE_AND_GREEN_MANURE_STRAW_RETENTION,documented_or_reconstructed,One 2011-established split-plot trial; cluster seven-year pooled rice/wheat outcomes and green-manure strata by study_id,Exclude this study in sensitivity analysis because treatment-by-year interaction was reported and pooled-SE denominator is not explicit,pooled_se_denominator_ambiguous,crop harvest,,,,irrigated rice-wheat,,numeric table transcription
du_dingxi_2016_2022_2021_LN_yield,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,yield,kg ha-1,CTS-LN,CT-LN,1436,1382.67,86.8103864754,22.0299542215,3,3,0.0378450581294,0.00130280418057,3.8570302386,du_2021_LN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,crop harvest,,,,rain-fed,55 kg N ha-1,numeric table transcription
